 0.12521  0.00000
 0.37563  0.00000
 0.62604  0.00000
 0.87646  0.31193
 1.12688  0.00000
 1.37730  0.00000
 1.62771  0.00000
 1.87813  0.13761
 2.12855  0.00000
 2.37896  0.00000
 2.62938  0.00000
 2.87980  0.06422
 3.13022  0.00000
 3.38063  0.00000
 3.63105  0.00000
 3.88147  0.08257
 4.13189  0.00000
 4.38230  0.00000
 4.63272  0.00000
 4.88314  0.07339
 5.13356  0.00000
 5.38397  0.00000
 5.63439  0.00000
 5.88481  0.03670
 6.13523  0.00000
 6.38564  0.00000
 6.63606  0.00000
 6.88648  0.05046
 7.13689  0.00000
 7.38731  0.00000
 7.63773  0.00000
 7.88815  0.01835
 8.13856  0.00000
 8.38898  0.00000
 8.63940  0.00000
 8.88982  0.04128
 9.14023  0.00000
 9.39065  0.00000
 9.64107  0.00000
 9.89149  0.02294
10.14190  0.00000
10.39232  0.00000
10.64274  0.00000
10.89316  0.02294
11.14357  0.00000
11.39399  0.00000
11.64441  0.00000
11.89482  0.01835
12.14524  0.00000
12.39566  0.00000
12.64608  0.00000
12.89649  0.00917
13.14691  0.00000
13.39733  0.00000
13.64775  0.00000
13.89816  0.01376
14.14858  0.00000
14.39900  0.00000
14.64942  0.00000
14.89983  0.00000
15.15025  0.00000
15.40067  0.00000
15.65109  0.00000
15.90150  0.00000
16.15192  0.00000
16.40234  0.00000
16.65275  0.00000
16.90317  0.01376
17.15359  0.00000
17.40401  0.00000
17.65442  0.00000
17.90484  0.00000
18.15526  0.00000
18.40568  0.00000
18.65609  0.00000
18.90651  0.01376
19.15693  0.00000
19.40735  0.00000
19.65776  0.00000
19.90818  0.00000
20.15860  0.00000
20.40902  0.00000
20.65943  0.00000
20.90985  0.00000
21.16027  0.00000
21.41068  0.00000
21.66110  0.00000
21.91152  0.01376
22.16194  0.00000
22.41235  0.00000
22.66277  0.00000
22.91319  0.00000
23.16361  0.00000
23.41402  0.00000
23.66444  0.00000
23.91486  0.00459
24.16528  0.00000
24.41569  0.00000
24.66611  0.00000
24.91653  0.00459
25.16694  0.00000
25.41736  0.00000
25.66778  0.00000
25.91820  0.00000
26.16861  0.00000
26.41903  0.00000
26.66945  0.00000
26.91987  0.00000
27.17028  0.00000
27.42070  0.00000
27.67112  0.00000
27.92154  0.00459
28.17195  0.00000
28.42237  0.00000
28.67279  0.00000
28.92321  0.00459
29.17362  0.00000
29.42404  0.00000
29.67446  0.00000
29.92487  0.00000
30.17529  0.00000
30.42571  0.00000
30.67613  0.00000
30.92654  0.00917
31.17696  0.00000
31.42738  0.00000
31.67780  0.00000
31.92821  0.00000
32.17863  0.00000
32.42905  0.00000
32.67947  0.00000
32.92988  0.00000
33.18030  0.00000
33.43072  0.00000
33.68114  0.00000
33.93155  0.00000
34.18197  0.00000
34.43239  0.00000
34.68280  0.00000
34.93322  0.00000
35.18364  0.00000
35.43406  0.00000
35.68447  0.00000
35.93489  0.00000
36.18531  0.00000
36.43573  0.00000
36.68614  0.00000
36.93656  0.00000
37.18698  0.00000
37.43740  0.00000
37.68781  0.00000
37.93823  0.00459
38.18865  0.00000
38.43907  0.00000
